region,timestamp,traffic_gbps,active_users,peak_utilization_percent
ASIA-PAC,2026-07-16 18:15:00,846.6,154970,90
EMEA-EAST,2026-07-18 04:00:00,641.2,72147,80
US-EAST-01,2026-07-11 12:00:00,162.6,32720,70
EMEA-WEST,2026-07-25 05:30:00,322.8,78818,61
ASIA-SOUTH,2026-07-11 09:45:00,235.2,70340,70
ASIA-PAC,2026-07-17 18:15:00,586.9,150614,80
EMEA-EAST,2026-07-11 05:30:00,144.0,138356,52
US-EAST-01,2026-07-23 05:00:00,625.4,60554,95
EMEA-EAST,2026-07-20 22:15:00,284.9,69026,67
US-WEST-01,2026-07-29 22:30:00,463.2,93188,47
ASIA-PAC,2026-07-18 05:15:00,508.3,163277,80
EMEA-WEST,2026-07-22 01:45:00,411.1,113040,48
EMEA-EAST,2026-07-21 03:30:00,336.1,101279,60
EMEA-WEST,2026-07-26 01:15:00,703.3,107178,90
US-EAST-01,2026-07-22 04:15:00,449.9,126146,56
ASIA-PAC,2026-07-25 15:15:00,617.1,152620,80
US-SOUTH-01,2026-07-13 18:45:00,440.2,147475,65
EMEA-WEST,2026-07-22 01:00:00,563.2,93490,89
US-EAST-01,2026-07-29 15:00:00,821.7,130457,90
US-SOUTH-01,2026-07-16 00:00:00,1080.7,178995,90
ASIA-PAC,2026-07-16 01:15:00,835.8,60061,90
US-EAST-01,2026-07-10 17:45:00,218.5,55148,59
EMEA-EAST,2026-07-26 01:30:00,534.5,53806,80
US-SOUTH-01,2026-07-13 17:00:00,792.1,98537,93
US-WEST-01,2026-07-12 00:15:00,257.9,62107,81
ASIA-PAC,2026-07-20 12:45:00,743.2,125708,90
EMEA-EAST,2026-07-24 23:45:00,282.6,124643,84
US-WEST-01,2026-07-12 16:45:00,212.9,87805,70
US-EAST-01,2026-07-27 14:15:00,252.9,89844,82
US-WEST-01,2026-07-20 17:00:00,685.1,122889,80
ASIA-PAC,2026-07-14 09:30:00,621.4,86314,99
US-SOUTH-01,2026-07-10 22:15:00,263.9,82950,96
EMEA-WEST,2026-07-16 05:15:00,825.9,29652,90
ASIA-PAC,2026-07-23 10:15:00,891.6,92136,90
US-SOUTH-01,2026-07-23 15:00:00,317.0,120494,56
ASIA-PAC,2026-07-26 19:30:00,534.9,35432,93
EMEA-WEST,2026-07-26 00:30:00,371.6,100884,59
US-WEST-01,2026-07-28 12:30:00,362.4,119428,68
US-EAST-01,2026-07-28 10:00:00,739.1,171597,90
US-WEST-01,2026-07-24 11:00:00,428.4,106643,67
ASIA-PAC,2026-07-15 20:30:00,901.8,60906,90
ASIA-PAC,2026-07-23 21:00:00,1093.0,101107,90
US-EAST-01,2026-07-16 00:30:00,845.1,131023,91
US-SOUTH-01,2026-07-24 18:30:00,1034.3,56368,90
US-SOUTH-01,2026-07-24 05:45:00,705.2,98858,90
ASIA-PAC,2026-07-22 23:15:00,1020.0,54365,90
ASIA-SOUTH,2026-07-31 13:45:00,396.3,98240,80
EMEA-WEST,2026-07-24 08:45:00,714.0,72607,90
EMEA-WEST,2026-07-17 01:30:00,567.6,40120,81
US-EAST-01,2026-07-19 20:00:00,743.2,169183,90
ASIA-PAC,2026-07-18 06:45:00,1002.8,91626,95
US-EAST-01,2026-07-22 03:45:00,521.6,128878,84
US-SOUTH-01,2026-07-10 13:45:00,537.6,154272,80
ASIA-PAC,2026-07-29 03:00:00,687.2,150703,80
US-SOUTH-01,2026-07-11 18:45:00,393.4,190731,77
ASIA-PAC,2026-07-25 22:15:00,462.2,87569,84
US-EAST-01,2026-07-12 15:45:00,752.8,102702,90
US-WEST-01,2026-07-23 23:00:00,258.8,137211,80
ASIA-SOUTH,2026-07-22 01:00:00,125.7,107442,70
EMEA-EAST,2026-07-16 11:00:00,449.7,139139,78
ASIA-PAC,2026-07-18 10:15:00,754.0,104420,90
US-SOUTH-01,2026-07-20 01:00:00,287.3,131497,96
ASIA-SOUTH,2026-07-11 14:15:00,563.9,110475,80
US-EAST-01,2026-07-17 11:45:00,344.5,154391,55
ASIA-PAC,2026-07-31 13:00:00,594.5,146206,80
ASIA-PAC,2026-07-23 23:30:00,679.3,123583,80
EMEA-EAST,2026-07-18 23:00:00,793.3,109357,90
EMEA-EAST,2026-07-12 11:45:00,571.2,30210,96
ASIA-PAC,2026-07-12 03:45:00,1037.9,33223,90
US-WEST-01,2026-07-20 09:00:00,404.3,99123,61
ASIA-PAC,2026-07-27 20:30:00,763.6,134290,90
EMEA-EAST,2026-07-27 00:45:00,477.7,71404,66
ASIA-SOUTH,2026-07-26 19:45:00,522.9,33953,80
ASIA-SOUTH,2026-07-28 22:15:00,643.0,103987,86
EMEA-WEST,2026-07-14 09:00:00,237.1,64600,70
ASIA-PAC,2026-07-20 06:30:00,705.3,181426,90
US-WEST-01,2026-07-28 16:00:00,729.9,134737,90
US-EAST-01,2026-07-29 22:30:00,727.0,144293,90
EMEA-WEST,2026-07-20 03:15:00,799.1,35567,94
US-SOUTH-01,2026-07-28 20:45:00,464.6,181389,67
ASIA-PAC,2026-07-11 12:00:00,584.7,79043,96
EMEA-EAST,2026-07-21 13:15:00,389.2,110434,66
ASIA-PAC,2026-07-27 05:15:00,302.0,148124,57
EMEA-WEST,2026-07-29 16:30:00,285.5,158100,91
US-EAST-01,2026-07-17 05:00:00,467.0,102996,82
ASIA-PAC,2026-07-30 02:45:00,510.3,50949,80
ASIA-PAC,2026-07-30 01:30:00,671.2,142816,89
EMEA-WEST,2026-07-14 11:45:00,695.7,42710,80
US-SOUTH-01,2026-07-12 05:15:00,1014.3,69491,99
ASIA-PAC,2026-07-16 18:00:00,958.6,187384,90
ASIA-PAC,2026-07-10 13:00:00,862.5,178167,90
US-EAST-01,2026-07-21 15:15:00,146.7,162970,63
US-SOUTH-01,2026-07-26 00:00:00,926.1,106708,90
EMEA-EAST,2026-07-23 02:30:00,655.4,154738,81
US-SOUTH-01,2026-07-26 07:45:00,794.6,160203,90
ASIA-PAC,2026-07-31 09:30:00,766.4,179709,90
ASIA-SOUTH,2026-07-14 10:00:00,888.9,160782,90
US-SOUTH-01,2026-07-24 22:45:00,666.8,77366,80
US-EAST-01,2026-07-24 18:30:00,697.3,94179,90
EMEA-EAST,2026-07-25 00:15:00,730.5,35989,98
ASIA-PAC,2026-07-13 22:45:00,745.4,88595,90
US-EAST-01,2026-07-15 16:00:00,606.6,90921,80
US-SOUTH-01,2026-07-24 07:00:00,429.6,85376,66
US-EAST-01,2026-07-10 18:15:00,435.5,130860,87
ASIA-SOUTH,2026-07-28 12:00:00,765.5,130261,95
ASIA-PAC,2026-07-18 15:15:00,533.4,62004,93
US-SOUTH-01,2026-07-26 12:15:00,997.9,118978,90
US-SOUTH-01,2026-07-19 14:45:00,929.4,88022,90
EMEA-WEST,2026-07-17 16:00:00,279.8,81891,50
ASIA-SOUTH,2026-07-23 16:00:00,784.9,49457,90
ASIA-PAC,2026-07-11 17:15:00,1017.1,161637,90
US-EAST-01,2026-07-16 14:15:00,562.6,48347,82
US-EAST-01,2026-07-29 19:15:00,370.5,142039,46
US-WEST-01,2026-07-14 08:30:00,572.7,81924,80
ASIA-SOUTH,2026-07-20 19:45:00,504.9,131501,88
ASIA-PAC,2026-07-25 18:15:00,300.8,40614,82
US-WEST-01,2026-07-18 23:00:00,780.5,32010,90
US-WEST-01,2026-07-27 04:30:00,307.7,57834,58
US-WEST-01,2026-07-20 08:00:00,416.6,54273,85
US-EAST-01,2026-07-11 17:00:00,129.0,148295,69
ASIA-PAC,2026-07-13 06:45:00,985.2,90839,99
EMEA-EAST,2026-07-12 02:00:00,384.1,111902,61
ASIA-PAC,2026-07-13 06:45:00,976.0,95644,90
US-EAST-01,2026-07-29 20:00:00,324.3,169469,68
US-SOUTH-01,2026-07-15 04:30:00,489.4,35751,73
ASIA-PAC,2026-07-30 20:15:00,323.4,52080,85
US-EAST-01,2026-07-12 22:15:00,385.0,72600,83
ASIA-SOUTH,2026-07-15 14:00:00,353.0,45184,95
ASIA-SOUTH,2026-07-30 03:15:00,275.0,110156,95
EMEA-WEST,2026-07-14 21:30:00,438.9,38577,74
ASIA-PAC,2026-07-27 14:30:00,1005.7,70161,91
US-WEST-01,2026-07-10 07:00:00,330.6,85605,52
US-SOUTH-01,2026-07-17 07:30:00,385.4,51501,73
US-EAST-01,2026-07-30 16:45:00,506.1,159655,80
ASIA-SOUTH,2026-07-10 14:30:00,858.7,112539,90
ASIA-PAC,2026-07-26 21:45:00,672.8,136696,83
EMEA-EAST,2026-07-31 09:15:00,269.3,42870,60
US-SOUTH-01,2026-07-22 04:15:00,434.6,174050,92
US-EAST-01,2026-07-21 17:45:00,180.8,177075,69
US-EAST-01,2026-07-27 06:45:00,812.6,95136,97
ASIA-PAC,2026-07-19 02:00:00,776.8,176752,92
EMEA-WEST,2026-07-24 15:00:00,898.6,27301,90
US-SOUTH-01,2026-07-12 08:15:00,691.6,35647,80
ASIA-PAC,2026-07-28 00:30:00,570.1,96582,80
US-SOUTH-01,2026-07-19 01:00:00,544.2,141167,80
ASIA-PAC,2026-07-16 06:45:00,652.2,165976,97
EMEA-EAST,2026-07-21 21:30:00,739.0,38752,90
US-EAST-01,2026-07-16 15:30:00,485.1,97036,68
US-SOUTH-01,2026-07-26 02:00:00,743.5,61496,90
US-SOUTH-01,2026-07-28 19:15:00,684.6,42280,91
ASIA-PAC,2026-07-27 19:15:00,451.0,23283,90
US-SOUTH-01,2026-07-13 09:15:00,765.0,89011,90
ASIA-SOUTH,2026-07-28 10:45:00,520.6,121569,80
EMEA-WEST,2026-07-19 12:00:00,573.4,151602,80
US-EAST-01,2026-07-18 06:00:00,185.6,80402,65
ASIA-PAC,2026-07-23 21:15:00,765.7,138262,90
US-EAST-01,2026-07-31 01:15:00,327.9,111359,56
EMEA-WEST,2026-07-22 21:45:00,197.3,151731,70
ASIA-PAC,2026-07-15 23:15:00,965.3,148831,90
US-SOUTH-01,2026-07-14 13:30:00,782.2,176296,90
ASIA-PAC,2026-07-20 02:15:00,721.3,87893,90
US-EAST-01,2026-07-31 05:15:00,786.4,57639,90
ASIA-SOUTH,2026-07-28 13:00:00,196.8,47958,46
ASIA-SOUTH,2026-07-13 13:30:00,763.2,116559,90
ASIA-SOUTH,2026-07-24 10:45:00,856.4,175699,90
ASIA-PAC,2026-07-19 07:45:00,551.8,132904,92
EMEA-EAST,2026-07-29 18:30:00,468.5,24999,54
US-SOUTH-01,2026-07-10 05:00:00,721.5,48848,90
US-EAST-01,2026-07-31 13:30:00,310.7,96380,92
US-SOUTH-01,2026-07-25 18:00:00,411.3,112633,59
ASIA-PAC,2026-07-21 01:45:00,668.2,116283,95
EMEA-WEST,2026-07-11 08:30:00,769.4,24320,90
ASIA-PAC,2026-07-16 13:45:00,599.6,111327,98
EMEA-EAST,2026-07-13 22:00:00,806.7,61711,90
US-SOUTH-01,2026-07-14 19:15:00,976.3,151098,90
ASIA-PAC,2026-07-11 23:00:00,937.7,164795,97
US-WEST-01,2026-07-21 20:30:00,215.7,51132,55
EMEA-EAST,2026-07-26 04:00:00,232.4,33372,70
US-SOUTH-01,2026-07-19 10:45:00,667.8,80491,83
US-SOUTH-01,2026-07-26 00:00:00,663.6,103307,80
ASIA-PAC,2026-07-23 05:15:00,921.1,76498,90
ASIA-SOUTH,2026-07-22 19:30:00,520.6,144389,91
US-EAST-01,2026-07-25 22:00:00,528.6,175532,80
EMEA-WEST,2026-07-16 04:45:00,688.7,86206,80
US-SOUTH-01,2026-07-29 22:45:00,431.9,123754,72
ASIA-PAC,2026-07-22 07:45:00,417.0,192544,64
US-WEST-01,2026-07-22 16:15:00,438.9,65653,51
US-SOUTH-01,2026-07-17 21:00:00,400.2,66223,97
US-EAST-01,2026-07-17 20:30:00,868.9,153201,90
US-EAST-01,2026-07-28 17:00:00,820.1,84833,90
ASIA-PAC,2026-07-24 22:45:00,421.3,131009,95
ASIA-PAC,2026-07-20 08:30:00,727.6,174630,90
US-EAST-01,2026-07-28 02:00:00,136.6,52584,70
US-SOUTH-01,2026-07-15 11:45:00,741.5,23658,90
US-SOUTH-01,2026-07-28 22:00:00,442.6,52034,55
ASIA-PAC,2026-07-12 22:15:00,471.2,141574,61
US-EAST-01,2026-07-23 22:15:00,442.6,100857,56
US-SOUTH-01,2026-07-22 02:00:00,481.9,32692,51
US-SOUTH-01,2026-07-16 08:00:00,347.0,159886,73
EMEA-EAST,2026-07-28 07:15:00,246.6,118254,66
ASIA-PAC,2026-07-11 02:30:00,492.8,109889,71
US-EAST-01,2026-07-18 04:15:00,655.0,115399,80
US-WEST-01,2026-07-21 01:45:00,584.1,26620,80
US-EAST-01,2026-07-21 05:00:00,131.8,91976,68
EMEA-EAST,2026-07-22 14:00:00,728.7,80730,90
ASIA-PAC,2026-07-11 13:45:00,749.0,147680,90
ASIA-PAC,2026-07-14 04:00:00,967.2,73235,90
ASIA-SOUTH,2026-07-16 09:15:00,242.1,82890,53
ASIA-PAC,2026-07-31 23:45:00,665.5,72852,80
ASIA-PAC,2026-07-25 00:15:00,464.1,188030,55
ASIA-PAC,2026-07-24 05:00:00,342.9,143101,72
ASIA-PAC,2026-07-23 05:15:00,415.6,78441,97
ASIA-SOUTH,2026-07-24 05:30:00,322.2,37004,99
EMEA-WEST,2026-07-12 23:00:00,302.2,128686,97
US-SOUTH-01,2026-07-30 15:15:00,980.2,166952,90
ASIA-PAC,2026-07-28 13:15:00,911.9,144734,90
EMEA-EAST,2026-07-24 10:15:00,328.8,127452,52
US-EAST-01,2026-07-11 20:15:00,670.9,48353,80
US-WEST-01,2026-07-26 01:45:00,394.6,74866,65
ASIA-PAC,2026-07-18 22:45:00,832.4,160792,90
ASIA-PAC,2026-07-30 10:45:00,912.1,197098,94
EMEA-EAST,2026-07-15 12:30:00,857.1,126350,90
US-WEST-01,2026-07-22 16:00:00,547.0,86436,83
US-SOUTH-01,2026-07-12 19:45:00,374.5,55472,74
US-EAST-01,2026-07-18 13:00:00,769.2,105446,90
ASIA-PAC,2026-07-15 16:15:00,314.8,45507,67
EMEA-WEST,2026-07-30 00:00:00,479.6,141904,81
EMEA-WEST,2026-07-20 02:00:00,864.9,174306,90
ASIA-PAC,2026-07-24 21:00:00,1035.1,96346,90
US-EAST-01,2026-07-20 14:45:00,675.1,22037,90
ASIA-PAC,2026-07-29 18:15:00,1025.3,135438,90
US-EAST-01,2026-07-27 20:15:00,391.1,90909,60
US-SOUTH-01,2026-07-30 05:00:00,325.3,30109,73
ASIA-SOUTH,2026-07-19 17:45:00,471.7,118659,55
EMEA-EAST,2026-07-21 15:00:00,236.4,35901,70
ASIA-PAC,2026-07-11 20:00:00,424.4,146573,74
US-EAST-01,2026-07-30 07:45:00,624.6,123358,89
ASIA-SOUTH,2026-07-16 12:15:00,832.7,37223,90
US-EAST-01,2026-07-18 00:15:00,753.3,59747,90
ASIA-PAC,2026-07-26 18:15:00,1025.8,82610,90
ASIA-PAC,2026-07-22 08:45:00,795.9,32761,90
US-SOUTH-01,2026-07-21 20:30:00,353.0,73517,99
EMEA-EAST,2026-07-23 09:15:00,364.5,131822,54
US-WEST-01,2026-07-25 03:00:00,442.9,116987,69
EMEA-EAST,2026-07-18 07:45:00,504.5,62141,90
ASIA-PAC,2026-07-11 16:45:00,419.1,96765,81
ASIA-SOUTH,2026-07-22 05:15:00,620.4,114279,80
ASIA-SOUTH,2026-07-13 04:30:00,842.0,101475,95
ASIA-PAC,2026-07-14 12:00:00,449.1,92465,98
US-WEST-01,2026-07-25 13:30:00,387.1,156095,59
ASIA-PAC,2026-07-31 00:30:00,600.1,159719,80
ASIA-SOUTH,2026-07-17 15:15:00,684.6,178901,98
US-EAST-01,2026-07-21 09:30:00,170.2,28371,70
ASIA-SOUTH,2026-07-28 08:00:00,768.6,39837,90
US-SOUTH-01,2026-07-20 18:30:00,428.5,100921,46
ASIA-PAC,2026-07-19 10:30:00,638.8,166494,80
US-SOUTH-01,2026-07-12 15:00:00,396.3,107022,61
ASIA-SOUTH,2026-07-29 06:15:00,825.9,68819,93
ASIA-SOUTH,2026-07-13 01:45:00,659.3,35445,99
US-EAST-01,2026-07-30 22:00:00,839.1,70488,90
ASIA-PAC,2026-07-30 06:30:00,876.7,103285,90
EMEA-EAST,2026-07-26 07:00:00,745.5,159173,90
ASIA-SOUTH,2026-07-19 12:15:00,517.9,169408,97
EMEA-EAST,2026-07-16 11:00:00,698.6,113529,80
US-WEST-01,2026-07-22 20:15:00,283.4,52253,86
ASIA-PAC,2026-07-25 10:15:00,490.5,178760,47
US-EAST-01,2026-07-17 00:30:00,251.8,138354,49
ASIA-PAC,2026-07-26 09:00:00,493.1,191085,93
US-SOUTH-01,2026-07-20 12:45:00,904.0,85373,90
US-EAST-01,2026-07-18 18:00:00,396.1,106674,78
ASIA-PAC,2026-07-10 16:15:00,851.2,36712,90
ASIA-SOUTH,2026-07-21 14:30:00,829.9,25663,90
ASIA-PAC,2026-07-10 06:00:00,762.3,66548,90
US-EAST-01,2026-07-18 09:45:00,521.7,177944,80
EMEA-WEST,2026-07-19 06:30:00,284.6,27554,79
ASIA-PAC,2026-07-14 06:45:00,751.3,54435,90
ASIA-SOUTH,2026-07-24 11:00:00,448.9,104431,86
US-SOUTH-01,2026-07-11 11:00:00,351.3,68631,50
EMEA-WEST,2026-07-30 03:00:00,383.6,92115,86
ASIA-PAC,2026-07-19 18:15:00,364.6,131391,77
ASIA-PAC,2026-07-17 19:00:00,703.7,106264,90
EMEA-EAST,2026-07-17 20:30:00,759.1,75777,90
EMEA-WEST,2026-07-24 16:00:00,792.7,166880,90
US-WEST-01,2026-07-31 15:15:00,282.9,171365,80
EMEA-EAST,2026-07-30 00:00:00,267.5,133779,92
ASIA-PAC,2026-07-30 16:45:00,521.3,93368,98
US-SOUTH-01,2026-07-21 05:00:00,729.2,33221,90
US-EAST-01,2026-07-30 04:30:00,811.0,175785,90
US-EAST-01,2026-07-13 07:45:00,338.5,134388,79
ASIA-PAC,2026-07-21 00:15:00,600.0,194186,80
ASIA-PAC,2026-07-15 13:30:00,218.7,156482,69
US-SOUTH-01,2026-07-24 09:30:00,726.7,39736,90
US-WEST-01,2026-07-28 18:15:00,333.1,106928,57
US-SOUTH-01,2026-07-24 01:30:00,461.3,130330,79
US-EAST-01,2026-07-19 21:45:00,569.9,56559,80
ASIA-PAC,2026-07-21 16:45:00,343.1,189662,68
ASIA-PAC,2026-07-22 01:00:00,554.8,144999,80
ASIA-SOUTH,2026-07-22 19:30:00,773.7,114153,90
ASIA-SOUTH,2026-07-22 21:45:00,670.7,138670,80
US-SOUTH-01,2026-07-31 22:00:00,1013.4,121039,96
ASIA-PAC,2026-07-20 13:45:00,1051.4,80174,90
US-EAST-01,2026-07-31 23:59:00,707.4,99727,90
EMEA-WEST,2026-07-26 05:45:00,131.3,107553,70
ASIA-SOUTH,2026-07-28 01:15:00,346.9,148227,62
US-SOUTH-01,2026-07-25 07:15:00,927.4,175865,90
ASIA-PAC,2026-07-18 00:45:00,234.0,91066,60
US-EAST-01,2026-07-13 03:30:00,222.1,155227,70
US-SOUTH-01,2026-07-27 22:15:00,984.6,82522,90
US-EAST-01,2026-07-21 05:00:00,664.7,160858,80
EMEA-EAST,2026-07-14 10:00:00,775.2,95418,90
ASIA-PAC,2026-07-31 23:59:00,401.2,169961,87
US-SOUTH-01,2026-07-30 10:15:00,895.2,113594,90
EMEA-WEST,2026-07-25 16:30:00,186.1,149943,70
US-SOUTH-01,2026-07-30 09:45:00,628.0,115393,80
EMEA-EAST,2026-07-16 00:45:00,804.4,172868,90
ASIA-PAC,2026-07-28 22:00:00,1029.4,150861,90
US-SOUTH-01,2026-07-22 05:00:00,464.1,138464,91
EMEA-WEST,2026-07-13 09:45:00,265.2,41380,56
EMEA-EAST,2026-07-28 09:30:00,842.1,70933,90
EMEA-WEST,2026-07-12 13:30:00,851.8,20912,90
ASIA-PAC,2026-07-19 13:30:00,1005.6,196675,90
US-EAST-01,2026-07-20 18:45:00,371.3,86126,69
US-EAST-01,2026-07-22 17:45:00,651.5,25730,83
US-WEST-01,2026-07-23 20:45:00,335.7,90997,50
US-EAST-01,2026-07-13 11:30:00,769.1,79549,90
ASIA-PAC,2026-07-29 14:00:00,942.2,26129,90
US-WEST-01,2026-07-13 01:15:00,772.6,128668,90
US-SOUTH-01,2026-07-27 15:15:00,653.9,46852,80
EMEA-EAST,2026-07-31 16:45:00,738.0,130444,90
US-EAST-01,2026-07-14 14:45:00,665.3,78313,80
ASIA-PAC,2026-07-30 20:15:00,360.2,89031,86
US-SOUTH-01,2026-07-19 08:15:00,408.3,117071,96
US-WEST-01,2026-07-30 04:15:00,876.3,134148,90
US-SOUTH-01,2026-07-25 04:45:00,627.9,135546,80
ASIA-PAC,2026-07-22 15:30:00,272.4,184801,83
ASIA-PAC,2026-07-17 01:30:00,496.2,97869,85
US-EAST-01,2026-07-12 16:45:00,771.7,70894,90
US-SOUTH-01,2026-07-22 12:45:00,859.0,115013,90
EMEA-WEST,2026-07-20 05:00:00,217.2,156956,59
EMEA-WEST,2026-07-20 09:00:00,808.6,87486,95
ASIA-PAC,2026-07-12 09:45:00,328.0,141164,81
EMEA-WEST,2026-07-30 10:15:00,787.6,123001,90
ASIA-PAC,2026-07-19 16:15:00,642.4,157007,80
US-EAST-01,2026-07-25 08:00:00,506.5,91419,84
EMEA-WEST,2026-07-12 21:45:00,241.1,119604,70
ASIA-PAC,2026-07-25 04:45:00,535.8,92697,80
ASIA-PAC,2026-07-26 06:15:00,375.6,186756,48
EMEA-EAST,2026-07-31 10:15:00,570.0,40523,80
US-SOUTH-01,2026-07-29 04:15:00,1061.8,153655,90
US-SOUTH-01,2026-07-14 19:30:00,381.5,191569,86
ASIA-PAC,2026-07-28 03:00:00,1032.0,88806,90
US-EAST-01,2026-07-26 04:30:00,123.3,139479,70
ASIA-SOUTH,2026-07-29 15:15:00,431.9,48798,59
ASIA-PAC,2026-07-18 06:45:00,854.1,176601,95
ASIA-SOUTH,2026-07-19 17:30:00,708.6,64338,90
ASIA-PAC,2026-07-10 04:00:00,765.4,137767,90
US-WEST-01,2026-07-18 10:00:00,653.1,160190,80
US-EAST-01,2026-07-26 01:15:00,151.8,157916,66
US-SOUTH-01,2026-07-30 07:00:00,323.6,122596,55
US-SOUTH-01,2026-07-15 10:30:00,672.8,40938,80
ASIA-PAC,2026-07-30 09:15:00,981.4,34587,90
EMEA-WEST,2026-07-23 13:00:00,897.3,63583,90
ASIA-PAC,2026-07-19 11:45:00,329.9,52590,60
EMEA-EAST,2026-07-16 20:15:00,819.4,169678,90
US-EAST-01,2026-07-21 16:30:00,401.6,106483,62
ASIA-PAC,2026-07-12 14:15:00,804.8,159880,90
US-SOUTH-01,2026-07-11 01:45:00,760.3,73845,90
US-SOUTH-01,2026-07-23 07:45:00,854.4,143573,90
ASIA-SOUTH,2026-07-25 04:00:00,724.6,144478,90
US-EAST-01,2026-07-22 06:00:00,532.0,20270,80
ASIA-PAC,2026-07-10 12:15:00,405.0,190848,60
US-EAST-01,2026-07-11 19:15:00,720.6,169183,90
US-SOUTH-01,2026-07-20 07:15:00,362.6,99987,59
ASIA-PAC,2026-07-20 00:00:00,666.3,98920,97
ASIA-PAC,2026-07-27 10:15:00,691.4,191245,82
ASIA-PAC,2026-07-28 11:30:00,591.8,174084,80
US-SOUTH-01,2026-07-18 11:00:00,525.3,160449,80
US-EAST-01,2026-07-27 22:45:00,838.8,157905,98
US-EAST-01,2026-07-11 03:00:00,630.1,118316,80
ASIA-PAC,2026-07-11 02:15:00,626.4,126974,80
ASIA-PAC,2026-07-15 16:45:00,675.5,124678,80
US-WEST-01,2026-07-14 19:45:00,759.8,132675,90
US-SOUTH-01,2026-07-18 02:15:00,220.6,125388,67
US-EAST-01,2026-07-27 16:30:00,597.0,72969,80
EMEA-EAST,2026-07-20 04:00:00,185.0,138367,70
ASIA-PAC,2026-07-27 12:00:00,553.7,63259,80
US-SOUTH-01,2026-07-26 07:00:00,759.6,174998,90
EMEA-EAST,2026-07-24 09:45:00,839.4,134600,90
ASIA-PAC,2026-07-30 08:30:00,939.8,56397,90
ASIA-SOUTH,2026-07-16 22:45:00,339.7,23912,75
ASIA-PAC,2026-07-22 12:45:00,877.6,105545,90
ASIA-PAC,2026-07-18 16:45:00,850.8,122477,90
US-EAST-01,2026-07-28 07:30:00,745.9,176142,90
US-WEST-01,2026-07-28 20:45:00,289.8,138955,48
US-SOUTH-01,2026-07-22 23:45:00,596.6,52813,80
ASIA-PAC,2026-07-11 03:00:00,703.9,142554,90
US-WEST-01,2026-07-29 03:45:00,311.9,62998,92
US-SOUTH-01,2026-07-18 18:00:00,716.1,190852,90
US-WEST-01,2026-07-22 06:45:00,783.2,87924,90
US-EAST-01,2026-07-20 03:15:00,129.3,63774,70
ASIA-PAC,2026-07-11 00:00:00,574.3,33925,80
US-WEST-01,2026-07-30 02:00:00,826.5,164398,90
US-SOUTH-01,2026-07-10 01:45:00,781.3,158169,93
US-SOUTH-01,2026-07-30 02:00:00,361.3,69366,84
EMEA-WEST,2026-07-29 15:00:00,168.1,138374,70
ASIA-PAC,2026-07-31 23:45:00,739.2,197124,90
US-EAST-01,2026-07-14 09:00:00,811.4,174124,90
EMEA-WEST,2026-07-17 05:00:00,126.8,157143,54
US-WEST-01,2026-07-23 12:15:00,793.0,74740,90
US-SOUTH-01,2026-07-20 11:30:00,970.7,101497,90
ASIA-PAC,2026-07-15 07:45:00,893.8,167717,90
ASIA-SOUTH,2026-07-17 08:30:00,758.9,137256,90
US-SOUTH-01,2026-07-11 17:15:00,790.4,178756,90
US-EAST-01,2026-07-11 06:00:00,472.0,135469,67
US-WEST-01,2026-07-24 13:15:00,562.1,84649,80
ASIA-PAC,2026-07-28 14:15:00,620.3,44881,86
EMEA-EAST,2026-07-18 12:00:00,272.0,61248,96
US-EAST-01,2026-07-26 12:30:00,589.5,174821,96
EMEA-WEST,2026-07-23 17:45:00,150.7,157012,70
EMEA-EAST,2026-07-27 21:45:00,707.8,47444,90
ASIA-PAC,2026-07-27 14:45:00,626.6,44581,91
US-SOUTH-01,2026-07-23 01:45:00,1011.7,109449,93
US-EAST-01,2026-07-20 07:15:00,496.0,98793,69
EMEA-WEST,2026-07-26 02:15:00,199.7,26768,70
EMEA-EAST,2026-07-14 19:00:00,623.5,60627,92
ASIA-PAC,2026-07-16 16:30:00,762.2,28568,90
ASIA-SOUTH,2026-07-18 00:15:00,247.9,123545,70
US-EAST-01,2026-07-15 17:00:00,590.8,30058,80
EMEA-WEST,2026-07-15 16:30:00,290.6,103008,59
US-EAST-01,2026-07-20 18:30:00,524.7,158682,96
ASIA-PAC,2026-07-28 00:00:00,861.3,183843,99
ASIA-PAC,2026-07-26 01:00:00,992.9,89219,90
EMEA-EAST,2026-07-18 15:45:00,155.9,128787,70
EMEA-EAST,2026-07-28 13:30:00,367.4,131709,97
US-EAST-01,2026-07-28 22:15:00,880.2,39896,90
ASIA-PAC,2026-07-28 03:15:00,940.8,170831,90
EMEA-EAST,2026-07-25 09:15:00,415.0,173538,62
ASIA-SOUTH,2026-07-17 13:15:00,286.7,36856,99
US-SOUTH-01,2026-07-29 11:15:00,815.6,178485,93
US-SOUTH-01,2026-07-18 09:30:00,661.4,165252,80
ASIA-PAC,2026-07-27 03:45:00,1054.3,84653,90
US-EAST-01,2026-07-26 19:15:00,365.9,168112,52
EMEA-WEST,2026-07-29 13:00:00,342.6,35875,77
EMEA-EAST,2026-07-25 04:00:00,832.6,69108,92
EMEA-WEST,2026-07-21 02:30:00,719.6,91437,90
ASIA-PAC,2026-07-22 15:00:00,897.9,119247,90
ASIA-SOUTH,2026-07-15 09:00:00,652.8,160089,80
ASIA-PAC,2026-07-28 21:30:00,791.9,60064,90
